Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Author_LabelEncoded,Surname,First Names,ISBN Label Encoded,ISBN13 Label Encoded,Publisher_Frequency,Binding_Audible Audio,Binding_Audiobook,Binding_Board Book,Binding_Comic,Binding_Hardcover,Binding_Kindle Edition,Binding_Library Binding,Binding_Mass Market Paperback,Binding_Paperback,Binding_ebook,Bookshelves_Frequency,Exclusive_Shelf_currently-reading,Exclusive_Shelf_read,Exclusive_Shelf_to-read,Exclusive_Shelf_Frequency,Spoiler_False,Spoiler_True,Spoiler_False.1,Spoiler_True.1,My_Review_False,My_Review_True,Spoiler_False.2,Spoiler_True.2,My Rating_outlier,Average Rating_outlier,Number of Pages_outlier,Year Published_outlier,Original Publication Year_outlier
6337758,"Berserk, Vol. 30",Kentaro Miura,"Miura, Kentaro",{'Duane Johnson': 1.0},1595822119,9781600000000.0,5,4.61,Dark Horse,Paperback,208.0,2009.0,2006.0,2023-09-26,2023-09-26,"fantasy, horror-thriller, manga","fantasy (#105), horror-thriller (#38), manga (#47)",read,False,False,False,1,0,125,Miura, Kentaro,94,57,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
6276142,"Berserk, Vol. 29",Kentaro Miura,"Miura, Kentaro",{},1595822100,9781600000000.0,5,4.57,Dark Horse Manga,Paperback,211.0,2009.0,2005.0,2023-09-25,2023-09-25,"fantasy, horror-thriller, manga","fantasy (#104), horror-thriller (#37), manga (#46)",read,False,False,False,1,0,125,Miura, Kentaro,93,57,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
5083854,"Berserk, Vol. 28",Kentaro Miura,"Miura, Kentaro",{},1595822097,9781600000000.0,4,4.63,Dark Horse Manga,Paperback,240.0,2009.0,2005.0,2023-09-25,2023-09-25,"fantasy, horror-thriller, manga","fantasy (#103), horror-thriller (#36), manga (#45)",read,False,False,False,1,0,125,Miura, Kentaro,92,57,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
5083852,"Berserk, Vol. 27",Kentaro Miura,"Miura, Kentaro",{},1593079230,9781590000000.0,5,4.67,Dark Horse Manga,Paperback,217.0,2009.0,2004.0,2023-09-24,2023-09-23,"fantasy, horror-thriller, manga","fantasy (#102), horror-thriller (#35), manga (#44)",read,False,False,False,1,0,125,Miura, Kentaro,91,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248936,"Berserk, Vol. 26",Kentaro Miura,"Miura, Kentaro",{},1593079222,9781590000000.0,5,4.69,Dark Horse,Paperback,224.0,2008.0,2003.0,2023-09-24,2023-09-23,"fantasy, horror-thriller, manga","fantasy (#101), horror-thriller (#34), manga (#43)",read,False,False,False,1,0,125,Miura, Kentaro,90,56,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
3586999,"Berserk, Vol. 25",Kentaro Miura,"Miura, Kentaro",{},1593079214,9781590000000.0,5,4.61,Dark Horse Manga,Paperback,224.0,2008.0,2003.0,2023-09-24,2023-09-23,"fantasy, horror-thriller, manga","fantasy (#100), horror-thriller (#33), manga (#42)",read,False,False,False,1,0,125,Miura, Kentaro,89,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
2901744,"Berserk, Vol. 24",Kentaro Miura,"Miura, Kentaro",{},159307865X,9781590000000.0,5,4.59,Dark Horse Manga,Paperback,204.0,2008.0,2002.0,2023-09-24,2023-09-23,"fantasy, horror-thriller, manga","fantasy (#99), horror-thriller (#32), manga (#41)",read,False,False,False,1,0,125,Miura, Kentaro,88,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
2571937,"Berserk, Vol. 23",Kentaro Miura,"Miura, Kentaro",{},1593078641,9781590000000.0,5,4.6,Dark Horse Manga,Paperback,208.0,2008.0,2002.0,2023-09-23,2023-09-23,"fantasy, manga, horror-thriller","fantasy (#98), manga (#40), horror-thriller (#31)",read,False,False,False,1,0,125,Miura, Kentaro,87,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
327335,As Intermitências da Morte,José Saramago,"Saramago, José",{},9722117386,9789720000000.0,0,4.0,Editorial Caminho,Paperback,214.0,2005.0,2005.0,2021-01-01,2023-08-21,to-read,to-read (#173),to-read,False,False,False,0,0,117,Saramago, José,263,86,2,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
231561,Musui's Story: The Autobiography of a Tokugawa Samurai,Katsu Kokichi,"Kokichi, Katsu",{'Teruko Craig': 1.0},816512566,9780820000000.0,0,3.51,University of Arizona Press,Paperback,174.0,1988.0,1843.0,2021-01-01,2023-08-19,to-read,to-read (#172),to-read,False,False,False,0,0,123,Kokichi, Katsu,245,35,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
5040123,A is for Ox: A Short History of the Alphabet,Lyn Davies,"Davies, Lyn",{},,,0,3.95,The Folio Society,Hardcover,128.0,2006.0,2004.0,2021-01-01,2023-08-17,to-read,to-read (#171),to-read,False,False,False,0,0,141,Davies, Lyn,301,92,1,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
120506071,The Ancient Magus' Bride Vol. 18,Kore Yamazaki,"Yamazaki, Kore",{},,,4,4.23,Seven Seas,Paperback,178.0,2023.0,2022.0,2023-07-27,2023-07-27,"fantasy, manga","fantasy (#97), manga (#39)",read,False,False,False,1,0,128,Yamazaki, Kore,301,92,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
57917042,"Anatomy (The Anatomy Duology, #1)",Dana Schwartz,"Schwartz, Dana",{},,,0,3.84,Wednesday Books,Hardcover,338.0,2022.0,2022.0,2021-01-01,2023-07-23,to-read,to-read (#170),to-read,False,False,False,0,0,49,Schwartz, Dana,301,92,2,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
61885131,Gwen & Art Are Not in Love,Lex Croucher,"Croucher, Lex",{},1250847214,9781250000000.0,0,4.08,Wednesday Books,Hardcover,416.0,2023.0,2023.0,2021-01-01,2023-07-22,to-read,to-read (#169),to-read,False,False,False,0,0,134,Croucher, Lex,20,40,2,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
26708763,A Concise History of Korea: From Antiquity to the Present,Michael J. Seth,"Seth, Michael J.",{},1442235187,9781440000000.0,0,4.28,Rowman & Littlefield Publishers,ebook,612.0,2016.0,2016.0,2021-01-01,2023-07-22,"non-fiction, currently-reading","non-fiction (#16), currently-reading (#10)",currently-reading,False,False,False,1,0,159,Seth, Michael J.,42,47,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,1,0,1,0,1,0,1,0,False,False,False,False,False
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",{},,,0,4.52,Harper,Hardcover,560.0,2022.0,2022.0,2021-01-01,2023-07-22,to-read,to-read (#168),to-read,False,False,False,0,0,17,Kingsolver, Barbara,301,92,1,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
84471891,Os Meus Dias na Livraria Morisaki,Satoshi Yagisawa,"Yagisawa, Satoshi",{},9722370472,9789720000000.0,0,3.66,Editorial Presença,Paperback,139.0,2023.0,2010.0,2021-01-01,2023-07-12,to-read,to-read (#167),to-read,False,False,False,0,0,197,Yagisawa, Satoshi,264,86,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
62099460,Um Gato em Tóquio,Nick  Bradley,"Bradley, Nick",{},,9789720000000.0,0,3.83,Editorial Presença ,Paperback,312.0,,2020.0,2021-01-01,2023-07-12,to-read,to-read (#166),to-read,False,False,False,0,0,164,Bradley, Nick,301,86,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
60637192,Café de Gatos,Charlie Jonas,"Jonas, Charlie",{},9892353498,9789890000000.0,0,3.57,Edições Asa,Paperback,304.0,2022.0,2020.0,2021-01-01,2023-07-12,to-read,to-read (#165),to-read,False,False,False,0,0,39,Jonas, Charlie,280,88,3,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
