Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Author_LabelEncoded,Surname,First Names,ISBN Label Encoded,ISBN13 Label Encoded,Publisher_Frequency,Binding_Audible Audio,Binding_Audiobook,Binding_Board Book,Binding_Comic,Binding_Hardcover,Binding_Kindle Edition,Binding_Library Binding,Binding_Mass Market Paperback,Binding_Paperback,Binding_ebook,Bookshelves_Frequency,Exclusive_Shelf_currently-reading,Exclusive_Shelf_read,Exclusive_Shelf_to-read,Exclusive_Shelf_Frequency,Spoiler_False,Spoiler_True,Spoiler_False.1,Spoiler_True.1,My_Review_False,My_Review_True,Spoiler_False.2,Spoiler_True.2,My Rating_outlier,Average Rating_outlier,Number of Pages_outlier,Year Published_outlier,Original Publication Year_outlier
248869,"Berserk, Vol. 13",Kentaro Miura,"Miura, Kentaro",{},1593075006,9781590000000.0,5,4.71,Dark Horse Manga,Paperback,240.0,2006.0,1997.0,2023-04-11,2023-04-23,"fantasy, horror-thriller, manga, gothic","fantasy (#77), horror-thriller (#19), manga (#27), gothic (#13)",read,False,False,False,1,0,125,Miura, Kentaro,79,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248866,"Berserk, Vol. 15",Kentaro Miura,"Miura, Kentaro",{'Duane Johnson': 1.0},1593075774,9781590000000.0,5,4.53,Dark Horse Manga,Paperback,240.0,2007.0,1998.0,2023-04-13,2023-04-23,"fantasy, horror-thriller, manga, gothic","fantasy (#79), horror-thriller (#21), manga (#29), gothic (#11)",read,False,False,False,1,0,125,Miura, Kentaro,81,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248884,"Berserk, Vol. 6 (Berserk, #6)",Kentaro Miura,"Miura, Kentaro",{},159307252X,9781590000000.0,5,4.63,Dark Horse Manga,Paperback,223.0,2005.0,1993.0,2023-04-02,2023-04-09,"fantasy, horror-thriller, manga, gothic","fantasy (#71), horror-thriller (#13), manga (#21), gothic (#20)",read,False,False,False,1,0,125,Miura, Kentaro,72,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248883,"Berserk, Vol. 7 (Berserk, #7)",Kentaro Miura,"Miura, Kentaro",{},1593073283,9781590000000.0,5,4.63,Dark Horse Manga,Paperback,231.0,2005.0,1994.0,2023-04-03,2023-04-09,"fantasy, horror-thriller, manga, gothic","fantasy (#72), horror-thriller (#14), manga (#22), gothic (#19)",read,False,False,False,1,0,125,Miura, Kentaro,73,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248878,"Berserk, Vol. 8 (Berserk, #8)",Kentaro Miura,"Miura, Kentaro",{},1593073291,9781590000000.0,5,4.7,Dark Horse Manga,Paperback,230.0,2005.0,1994.0,2023-04-04,2023-04-09,"fantasy, horror-thriller, manga, gothic","fantasy (#73), horror-thriller (#15), manga (#23), gothic (#18)",read,False,False,False,1,0,125,Miura, Kentaro,74,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248882,"Berserk, Vol. 9",Kentaro Miura,"Miura, Kentaro",{},1593073305,9781590000000.0,5,4.69,Dark Horse Manga,Paperback,234.0,2005.0,1995.0,2023-04-09,2023-04-09,"fantasy, horror-thriller, manga, gothic","fantasy (#74), horror-thriller (#16), manga (#24), gothic (#17)",read,False,False,False,1,0,125,Miura, Kentaro,75,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248872,"Berserk, Vol. 10",Kentaro Miura,"Miura, Kentaro",{},1593073313,9781590000000.0,5,4.7,Dark Horse Manga,Paperback,237.0,2006.0,1995.0,2023-04-10,2023-04-09,"fantasy, horror-thriller, manga, gothic","fantasy (#75), horror-thriller (#17), manga (#25), gothic (#16)",read,False,False,False,1,0,125,Miura, Kentaro,76,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248879,"Berserk, Vol. 11",Kentaro Miura,"Miura, Kentaro",{},1593074700,9781590000000.0,5,4.61,Dark Horse Manga,Paperback,234.0,2006.0,1996.0,2023-04-10,2023-04-09,"fantasy, gothic, horror-thriller, manga","fantasy (#86), gothic (#15), horror-thriller (#28), manga (#36)",read,False,False,False,1,0,125,Miura, Kentaro,77,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248876,"Berserk, Vol. 12",Kentaro Miura,"Miura, Kentaro",{},1593074840,9781590000000.0,5,4.75,Dark Horse Manga,Paperback,229.0,2006.0,1996.0,2023-04-10,2023-04-09,"fantasy, horror-thriller, manga, gothic","fantasy (#76), horror-thriller (#18), manga (#26), gothic (#14)",read,True,False,False,1,0,125,Miura, Kentaro,78,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,0,1,1,0,False,False,False,False,False
22948021,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",{},1473211514,9781470000000.0,0,4.66,Gollancz,Paperback,1124.0,2015.0,2010.0,2021-01-01,2023-03-31,to-read,to-read (#162),to-read,False,False,False,0,0,24,Sanderson, Brandon,47,49,2,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,True,False,False
248870,"Berserk, Vol. 4 (Berserk, #4)",Kentaro Miura,"Miura, Kentaro",{},1593072031,9781590000000.0,5,4.59,Dark Horse Manga,Paperback,240.0,2004.0,1992.0,2021-01-01,2023-03-23,"horror-thriller, manga, fantasy, gothic","horror-thriller (#12), manga (#20), fantasy (#88), gothic (#22)",read,False,False,False,1,0,125,Miura, Kentaro,70,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248881,"Berserk, Vol. 5 (Berserk, #5)",Kentaro Miura,"Miura, Kentaro",{},1593072511,9781590000000.0,5,4.62,Dark Horse Books/Digital Manga Publishing,Paperback,240.0,2004.0,1993.0,2023-03-24,2023-03-23,"fantasy, gothic, horror-thriller, manga","fantasy (#87), gothic (#21), horror-thriller (#29), manga (#37)",read,False,False,False,1,0,125,Miura, Kentaro,71,56,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248871,"Berserk, Vol. 1 (Berserk, #1)",Kentaro Miura,"Miura, Kentaro",{},1593070209,9781590000000.0,5,4.48,Dark Horse Manga,Paperback,224.0,2003.0,1990.0,2023-03-02,2023-03-20,"horror-thriller, manga, fantasy, gothic","horror-thriller (#9), manga (#17), fantasy (#91), gothic (#25)",read,False,False,False,1,0,125,Miura, Kentaro,66,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248873,"Berserk, Vol. 2 (Berserk, #2)",Kentaro Miura,"Miura, Kentaro",{},1593070217,9781590000000.0,5,4.44,Dark Horse Manga,Paperback,240.0,2004.0,1991.0,2023-03-02,2023-03-20,"horror-thriller, manga, fantasy, gothic","horror-thriller (#10), manga (#18), fantasy (#90), gothic (#24)",read,False,False,False,1,0,125,Miura, Kentaro,67,56,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
248874,"Berserk, Vol. 3 (Berserk, #3)",Kentaro Miura,"Miura, Kentaro",{},1593070225,9781590000000.0,5,4.56,Dark Horse Comics LLC,Paperback,240.0,2004.0,1991.0,2023-03-23,2023-03-20,"horror-thriller, manga, fantasy, gothic","horror-thriller (#11), manga (#19), fantasy (#89), gothic (#23)",read,True,True,False,1,0,125,Miura, Kentaro,68,56,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,0,1,0,1,0,1,0,1,False,False,False,False,False
90535723,The Ancient Magus' Bride Vol. 17,Kore Yamazaki,"Yamazaki, Kore",{},,,4,4.25,Seven Seas,Kindle Edition,187.0,2023.0,2022.0,2023-03-17,2023-03-17,Not assigned,Not assigned,read,False,False,False,1,0,128,Yamazaki, Kore,301,92,13,0,0,0,0,0,1,0,0,0,0,11,0,1,0,194,1,0,1,0,1,0,1,0,False,False,False,False,False
59054272,"The Ancient Magus' Bride, Vol. 16",Kore Yamazaki,"Yamazaki, Kore",{},1638582947,9781640000000.0,4,4.16,Seven Seas,Paperback,196.0,2022.0,2021.0,2023-03-12,2023-03-12,"fantasy, manga","fantasy (#70), manga (#16)",read,True,True,False,1,0,128,Yamazaki, Kore,111,60,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,0,1,0,1,0,1,0,1,False,False,False,False,False
60473073,Pageboy,Elliot Page,"Page, Elliot",{},,,0,3.78,Flatiron,Paperback,271.0,2023.0,2023.0,2021-01-01,2023-03-07,to-read,to-read (#161),to-read,False,False,False,0,0,68,Page, Elliot,301,92,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
12974171,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",{'Paul Cantor': 1.0},141198966,9780140000000.0,0,3.87,Penguin,Paperback,269.0,2012.0,1818.0,2021-01-01,2023-03-07,to-read,to-read (#160),to-read,False,False,False,0,0,157,Shelley, Mary Wollstonecraft,35,3,8,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
3936871,Faust: Part One,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",{'David Luke': 1.0},019953621X,9780200000000.0,0,3.86,Oxford University Press,Paperback,176.0,2008.0,1808.0,2021-01-01,2023-03-07,to-read,to-read (#159),to-read,False,False,False,0,0,111,Goethe, Johann Wolfgang von,4,5,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
32840979,"Dark Asylum (Jem Flockhart, #2)",E.S. Thomson,"Thomson, E.S.",{},,,0,3.92,Constable,Kindle Edition,383.0,2017.0,2017.0,2021-01-01,2023-03-06,"historical-fiction, horror-thriller","historical-fiction (#4), horror-thriller (#8)",read,True,False,False,0,0,61,Thomson, E.S.,301,92,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,194,1,0,1,0,0,1,1,0,False,False,False,False,False
61473944,The Smile of a Mountain Witch: Five Books and Ten Words,Calum Hawkes,"Hawkes, Calum",{},,,0,5.0,Dark Horse Manga,Kindle Edition,272.0,2022.0,2007.0,2021-01-01,2023-02-20,to-read,to-read (#158),to-read,False,False,False,0,0,31,Hawkes, Calum,301,92,42,0,0,0,0,0,1,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
50781007,Chinese Fairy Tales and Legends: A Gift Edition of 73 Enchanting Chinese Folk Stories and Fairy Tales,Frederick H. Martens,"Martens, Frederick H.",{'Richard Wilhelm': 1.0},1912392143,9781910000000.0,0,3.47,Bloomsbury China,Kindle Edition,288.0,2019.0,2019.0,2021-01-01,2023-01-18,to-read,to-read (#132),to-read,False,False,False,0,1,80,Martens, Frederick H.,154,72,1,0,0,0,0,0,1,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
36399231,The Nature of Winter,Jim Crumley,"Crumley, Jim",{},1912235099,9781910000000.0,0,3.89,Saraband,Kindle Edition,206.0,2017.0,2017.0,2021-01-01,2023-01-18,to-read,to-read (#137),to-read,False,False,False,0,1,110,Crumley, Jim,153,72,12,0,0,0,0,0,1,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
1497533,Waters Of The Wild Swan,Jim Crumley,"Crumley, Jim",{},224032828,9780220000000.0,0,4.0,Whittles Publishing,Hardcover,176.0,1992.0,1992.0,2021-01-01,2023-01-18,to-read,to-read (#155),to-read,False,False,False,0,0,110,Crumley, Jim,163,6,4,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
2356950,Badgers on the Highland Edge,Jim Crumley,"Crumley, Jim",{},224036424,9780220000000.0,0,3.71,Whittles Publishing,Hardcover,160.0,1994.0,1994.0,2021-01-01,2023-01-18,to-read,to-read (#156),to-read,False,False,False,0,0,110,Crumley, Jim,164,6,4,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
12119679,Gulfs of Blue Air: A Highland Journey,Jim Crumley,"Crumley, Jim",{},1851588892,9781850000000.0,0,4.0,Mainstream Publishing,Hardcover,192.0,1997.0,1997.0,2021-01-01,2023-01-18,to-read,to-read (#154),to-read,False,False,False,0,0,110,Crumley, Jim,137,67,1,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
21016361,Isle of Skye: Souvenir Guide,Jim Crumley,"Crumley, Jim",{},1841074500,9781840000000.0,0,4.33,Colin Baxter Photography Ltd,Paperback,32.0,2009.0,2009.0,2021-01-01,2023-01-18,to-read,to-read (#157),to-read,False,False,False,0,0,110,Crumley, Jim,125,66,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
14996110,Brother Nature,Jim Crumley,"Crumley, Jim",{},1904445349,9781900000000.0,0,4.75,Whittles Publishing,Hardcover,176.0,2007.0,2007.0,2021-01-01,2023-01-18,to-read,to-read (#153),to-read,False,False,False,0,0,110,Crumley, Jim,143,71,4,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
39928617,Kingfisher,Jim Crumley,"Crumley, Jim",{},191223503X,9781910000000.0,0,4.23,Saraband,Hardcover,64.0,2018.0,2007.0,2021-01-01,2023-01-18,to-read,to-read (#152),to-read,False,False,False,0,0,110,Crumley, Jim,151,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
30361192,Swan (Encounters In The Wild),Jim Crumley,"Crumley, Jim",{},1910192120,9781910000000.0,0,4.38,Saraband,Hardcover,64.0,2015.0,2007.0,2021-01-01,2023-01-18,to-read,to-read (#151),to-read,False,False,False,0,0,110,Crumley, Jim,146,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
43358096,Otter (Encounters in the Wild),Jim Crumley,"Crumley, Jim",{},1912235048,9781910000000.0,0,4.36,Saraband,Hardcover,64.0,2018.0,2007.0,2021-01-01,2023-01-18,to-read,to-read (#150),to-read,False,False,False,0,0,110,Crumley, Jim,152,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
2356946,A High and Lonely Place,Jim Crumley,"Crumley, Jim",{},1870325680,9781870000000.0,0,4.0,Whittles Publishing,Paperback,164.0,2001.0,1992.0,2021-01-01,2023-01-18,to-read,to-read (#149),to-read,False,False,False,0,0,110,Crumley, Jim,139,69,4,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
30040015,Hare (Encounters in the Wild),Jim Crumley,"Crumley, Jim",{},1910192139,9781910000000.0,0,4.12,Saraband,Hardcover,62.0,2015.0,2007.0,2021-01-01,2023-01-18,to-read,to-read (#148),to-read,False,False,False,0,0,110,Crumley, Jim,147,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
36517358,Badger (Encounters in the Wild),Jim Crumley,"Crumley, Jim",{},1910192627,9781910000000.0,0,4.45,Saraband,Hardcover,64.0,2016.0,2007.0,2021-01-01,2023-01-18,to-read,to-read (#146),to-read,False,False,False,0,0,110,Crumley, Jim,149,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
8328876,The Winter Whale,Jim Crumley,"Crumley, Jim",{},184158732X,9781840000000.0,0,3.52,Birlinn,Paperback,224.0,2008.0,2008.0,2021-01-01,2023-01-18,to-read,to-read (#147),to-read,False,False,False,0,0,110,Crumley, Jim,129,66,2,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
25694383,Nature's Architect: The beaver's return to our wild landscapes,Jim Crumley,"Crumley, Jim",{},,9781910000000.0,0,3.86,Saraband,Paperback,240.0,2015.0,2015.0,2021-01-01,2023-01-18,to-read,to-read (#145),to-read,False,False,False,0,0,110,Crumley, Jim,301,72,12,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
2511233,The Company of Swans,Jim Crumley,"Crumley, Jim",{'Harry Brockway': 1.0},1860465587,9781860000000.0,0,4.29,Harvill Pr,Hardcover,48.0,1998.0,1997.0,2021-01-01,2023-01-18,to-read,to-read (#144),to-read,False,False,False,0,0,110,Crumley, Jim,138,68,1,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
23464447,Fox (Encounters in the Wild),Jim Crumley,"Crumley, Jim",{},1908643757,9781910000000.0,0,4.12,Saraband,Hardcover,64.0,2014.0,2014.0,2021-01-01,2023-01-18,to-read,to-read (#143),to-read,False,False,False,0,0,110,Crumley, Jim,145,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
23464458,Barn Owl (Encounters in the Wild),Jim Crumley,"Crumley, Jim",{},1908643749,9781910000000.0,0,4.12,Saraband,Hardcover,64.0,2014.0,2014.0,2021-01-01,2023-01-18,to-read,to-read (#142),to-read,False,False,False,0,0,110,Crumley, Jim,144,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
9758360,The Last Wolf,Jim Crumley,"Crumley, Jim",{},1841588474,9781840000000.0,0,3.91,Birlinn,Paperback,235.0,2010.0,2010.0,2021-01-01,2023-01-18,to-read,to-read (#141),to-read,False,False,False,0,0,110,Crumley, Jim,130,66,2,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
52893923,The Nature of Summer,Jim Crumley,"Crumley, Jim",{},,9781910000000.0,0,4.12,Saraband,Hardcover,240.0,2020.0,2020.0,2021-01-01,2023-01-18,to-read,to-read (#140),to-read,False,False,False,0,0,110,Crumley, Jim,301,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
44462584,The Nature of Spring,Jim Crumley,"Crumley, Jim",{},,,0,3.8,Saraband,Kindle Edition,219.0,2019.0,2019.0,2021-01-01,2023-01-18,to-read,to-read (#139),to-read,False,False,False,0,0,110,Crumley, Jim,301,92,12,0,0,0,0,0,1,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
30305492,The Nature of Autumn,Jim Crumley,"Crumley, Jim",{},1910192465,9781910000000.0,0,3.7,Saraband,Hardcover,248.0,2016.0,2016.0,2021-01-01,2023-01-18,to-read,to-read (#138),to-read,False,False,False,0,0,110,Crumley, Jim,148,72,12,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
56075256,The Haunting Season: Ghostly Tales for Long Winter Nights,Bridget Collins,"Collins, Bridget","{'Natasha Pulley': 0.14285714285714285, 'Imogen Hermes Gowar': 0.14285714285714285, 'Kiran Millwood Hargrave': 0.14285714285714285, 'Andrew Michael Hurley': 0.14285714285714285, 'Jess Kidd': 0.14285714285714285, 'Elizabeth Macneal': 0.14285714285714285, 'Laura  Purcell': 0.14285714285714285}",751581976,9780750000000.0,0,3.59,Sphere,Hardcover,304.0,2021.0,2021.0,2021-01-01,2023-01-18,to-read,to-read (#136),to-read,False,False,False,0,0,26,Collins, Bridget,231,29,2,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
891814,"Fires of Winter (Haardrad Viking Family, #1)",Johanna Lindsey,"Lindsey, Johanna",{'Robert McGinnis': 1.0},380757478,9780380000000.0,0,3.97,Avon,Paperback,362.0,1980.0,1980.0,2021-01-01,2023-01-18,to-read,to-read (#135),to-read,False,False,False,0,0,112,Lindsey, Johanna,184,13,2,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,True,False
15702859,The Winter Witch,Paula Brackston,"Brackston, Paula",{},1250001315,9781250000000.0,0,3.71,Thomas Dunne Books,Hardcover,340.0,2013.0,2013.0,2021-01-01,2023-01-18,to-read,to-read (#134),to-read,False,False,False,0,0,173,Brackston, Paula,10,40,2,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
112525,Winter's Bone,Daniel Woodrell,"Woodrell, Daniel",{},,,0,3.86,"Little, Brown and Company",Hardcover,193.0,2006.0,2006.0,2021-01-01,2023-01-18,to-read,to-read (#133),to-read,False,False,False,0,0,51,Woodrell, Daniel,301,92,2,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",{},006441034X,9780060000000.0,5,4.29,Harper Trophy,Mass Market Paperback,329.0,2001.0,1986.0,2023-01-04,2023-01-04,"fantasy, novel","fantasy (#69), novel (#2)",read,True,True,False,1,1,58,Jones, Diana Wynne,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,194,0,1,0,1,0,1,0,1,False,False,False,False,False
60102777,The Hidden Case of Ewan Forbes: The Transgender Trial that Threatened to Upend the British Establishment,Zoë Playdon,"Playdon, Zoë",{},152661913X,9781530000000.0,0,4.06,Bloomsbury Publishing,Hardcover,0.0,2021.0,2021.0,2021-01-01,2023-01-02,to-read,to-read (#131),to-read,False,False,False,0,0,228,Playdon, Zoë,55,53,1,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
55276456,"魔法使いの嫁 15 (Mahōtsukai no yome, #15)",Kore Yamazaki,"Yamazaki, Kore",{'ヤマザキコレ': 1.0},4800010551,9784800000000.0,3,4.11,マッグガーデン,Paperback,272.0,2021.0,2007.0,2023-01-01,2023-01-01,"fantasy, manga, mystery","fantasy (#68), manga (#14), mystery (#5)",read,True,False,False,1,0,128,Yamazaki, Kore,196,78,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194,1,0,1,0,0,1,1,0,False,False,False,False,False
2463824,Magic and Witchcraft in Scotland,Joyce Miller,"Miller, Joyce",{},1899874461,9781900000000.0,0,3.35,Goblinshead,Paperback,164.0,2004.0,2004.0,2021-01-01,2023-01-01,to-read,to-read (#130),to-read,False,False,False,0,0,118,Miller, Joyce,141,71,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
59827574,"Witchcraft for Beginners: Secrets of Celtic Wicca, Scottish Magick, Irish Pagan Beliefs, Moon Spells, Herbal Magic, Crystals, and Wiccan Rituals (Spiritual Witchcraft)",Mari Silva,"Silva, Mari",{},,,0,4.1,Dark Horse Manga,Kindle Edition,135.0,2021.0,2007.0,2021-01-01,2023-01-01,to-read,to-read (#129),to-read,False,False,False,0,0,149,Silva, Mari,301,92,42,0,0,0,0,0,1,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
28476439,"Witchcraft and Folk Belief in the Age of Enlightenment: Scotland, 1670-1740 (Palgrave Historical Studies in Witchcraft and Magic)",Lizanne Henderson,"Henderson, Lizanne",{},230294383,9780230000000.0,0,4.6,Palgrave Macmillan,Hardcover,397.0,2016.0,2007.0,2021-01-01,2023-01-01,to-read,to-read (#128),to-read,False,False,False,0,0,136,Henderson, Lizanne,165,7,1,0,0,0,0,1,0,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
18995511,Witchcraft and Second Sight in the Highlands and Islands of Scotland,John Gregorson Campbell,"Campbell, John Gregorson",{},,,0,3.51,AlbaCraft Publishing,Kindle Edition,330.0,2012.0,1901.0,2021-01-01,2023-01-01,to-read,to-read (#127),to-read,False,False,False,0,0,113,Campbell, John Gregorson,301,92,1,0,0,0,0,0,1,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
55694416,"Scottish Witchcraft A Complete Guide to Authentic Folklore, Spells, and Magickal Tools","Barbara Meiklejohn-Free, Ronald Hutton - foreword","foreword, Barbara Meiklejohn-Free, Ronald Hutton -",{},,,0,3.71,Dark Horse Manga,Paperback,272.0,,2007.0,2021-01-01,2023-01-01,to-read,to-read (#126),to-read,False,False,False,0,0,19,foreword," Barbara Meiklejohn-Free, Ronald Hutton -",301,92,42,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
7193174,"Scottish Witchcraft, Charms And Superstitions",James Napier,"Napier, James",{},1901163318,9781900000000.0,0,4.67,Oakleaf Books,Paperback,65.0,2001.0,2001.0,2021-01-01,2023-01-01,to-read,to-read (#125),to-read,False,False,False,0,0,103,Napier, James,142,71,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
4210896,A Source-book of Scottish Witchcraft,Christina Larner,"Larner, Christina","{'Christopher Hyde Lee': 0.5, 'Hugh V. McLachlan': 0.5}",1845300289,9781850000000.0,0,4.0,Zeticula,Paperback,356.0,2005.0,2007.0,2021-01-01,2023-01-01,to-read,to-read (#124),to-read,False,False,False,0,0,42,Larner, Christina,133,67,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
18874042,"Witch, Warlock, and Magician Historical Sketches of Magic and Witchcraft in England and Scotland",William Henry Davenport Adams,"Adams, William Henry Davenport",{},,,0,3.45,Dark Horse Manga,Kindle Edition,430.0,2012.0,1889.0,2021-01-01,2023-01-01,to-read,to-read (#123),to-read,False,False,False,0,0,223,Adams, William Henry Davenport,301,92,42,0,0,0,0,0,1,0,0,0,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
1734638,"Visions of Isobel Gowdie: Magic, Witchcraft and Dark Shamanism in Seventeenth-Century Scotland",Emma Wilby,"Wilby, Emma",{},1845191803,9781850000000.0,0,4.48,Liverpool University Press,Paperback,538.0,2010.0,2008.0,2021-01-01,2023-01-01,to-read,to-read (#122),to-read,False,False,False,0,0,72,Wilby, Emma,132,67,1,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
43626394,"Scottish Witchcraft: A Complete Guide to Authentic Folklore, Spells, and Magickal Tools",Barbara Meiklejohn-Free,"Meiklejohn-Free, Barbara",{'Ronald Hutton': 1.0},738760935,9780740000000.0,0,3.46,Llewellyn Publications,Paperback,288.0,2019.0,2007.0,2021-01-01,2023-01-01,to-read,to-read (#121),to-read,False,False,False,0,0,18,Meiklejohn-Free, Barbara,229,28,9,0,0,0,0,0,0,0,0,1,0,179,0,0,1,179,1,0,1,0,1,0,1,0,False,False,False,False,False
