Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
54419530,"Elves, Witches & Gods: Spinning Old Heathen Magic in the Modern Day",Cat Heath,"Heath, Cat",Patricia M. Lafayllve,,,0,4.3,Llewellyn Publications,Kindle Edition,346.0,2021.0,2007.0,2021-01-01,2023-01-01,to-read,to-read (#118),to-read,False,False,False,0,0
17436869,A Practical Heathen's Guide to Asatru,Patricia M. Lafayllve,"Lafayllve, Patricia M.",,738733873,9780740000000.0,0,3.94,Llewellyn Publications,Paperback,264.0,2013.0,2013.0,2021-01-01,2023-01-01,to-read,to-read (#117),to-read,False,False,False,0,0
55410532,Anatomy of a Witch: A Map to the Magical Body,Laura Tempest Zakroff,"Zakroff, Laura Tempest",Christopher Penczak,738764345,9780740000000.0,0,4.16,Llewellyn Publications,Paperback,194.0,2021.0,2021.0,2021-01-01,2023-01-01,to-read,to-read (#116),to-read,False,False,False,0,0
11054759,Celtic Lore & Spellcraft of the Dark Goddess: Invoking the Morrigan,Stephanie Woodfield,"Woodfield, Stephanie",,738727679,9780740000000.0,0,4.28,Llewellyn Publications,Paperback,432.0,2011.0,2011.0,2021-01-01,2023-01-01,to-read,to-read (#115),to-read,False,False,False,0,0
44442898,The Morrigan: Celtic Goddess of Magick and Might,Courtney Weber,"Weber, Courtney",Lora O'Brien,1578636639,9781580000000.0,0,4.3,Weiser Books,Paperback,240.0,2019.0,2007.0,2021-01-01,2023-01-01,to-read,to-read (#114),to-read,False,False,False,0,0
379759,Celtic Myth & Magick: Harnessing the Power of the Gods and Goddesses,Edain McCoy,"McCoy, Edain",,1567186610,9781570000000.0,0,3.84,Llewellyn Publications,Paperback,464.0,2002.0,1999.0,2021-01-01,2023-01-01,to-read,to-read (#113),to-read,False,False,False,0,0
559742,A Book of Pagan Prayer,Ceisiwr Serith,"Serith, Ceisiwr",,1578632552,9781580000000.0,0,4.11,Weiser Books,Paperback,320.0,2002.0,2002.0,2021-01-01,2023-01-01,to-read,to-read (#112),to-read,False,False,False,0,0
58662507,"Nona the Ninth (The Locked Tomb, #3)",Tamsyn Muir,"Muir, Tamsyn",,1250854113,9781250000000.0,0,4.35,Tordotcom,Hardcover,480.0,2022.0,2022.0,2021-01-01,2022-12-31,"fantasy, fiction, gothic, audiobook, sci-fi, currently-reading","fantasy (#94), fiction (#33), gothic (#27), audiobook (#1), sci-fi (#1), currently-reading (#9)",currently-reading,False,False,False,1,0
53465671,"The Mysterious Study of Doctor Sex (The Locked Tomb, #0.5)",Tamsyn Muir,"Muir, Tamsyn",,,,0,4.12,Tor Books,ebook,28.0,2020.0,2020.0,2021-01-01,2022-12-31,to-read,to-read (#111),to-read,False,False,False,0,0
39325106,"Alecto the Ninth (The Locked Tomb, #4)",Tamsyn Muir,"Muir, Tamsyn",,,,0,4.44,Tor Publishing Group,Hardcover,272.0,2024.0,2024.0,2021-01-01,2022-12-31,to-read,to-read (#110),to-read,False,False,False,0,0
