Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2356946,A High and Lonely Place,Jim Crumley,"Crumley, Jim",,1870325680,9781870000000.00,0,4,Whittles Publishing,Paperback,164,2001,1992,,18/01/2023,to-read,to-read (#149),to-read,,,,0,0
30040015,Hare (Encounters in the Wild),Jim Crumley,"Crumley, Jim",,1910192139,9781910000000.00,0,4.12,Saraband,Hardcover,62,2015,,,18/01/2023,to-read,to-read (#148),to-read,,,,0,0
36517358,Badger (Encounters in the Wild),Jim Crumley,"Crumley, Jim",,1910192627,9781910000000.00,0,4.45,Saraband,Hardcover,64,2016,,,18/01/2023,to-read,to-read (#146),to-read,,,,0,0
8328876,The Winter Whale,Jim Crumley,"Crumley, Jim",,184158732X,9781840000000.00,0,3.52,Birlinn,Paperback,224,2008,2008,,18/01/2023,to-read,to-read (#147),to-read,,,,0,0
25694383,Nature's Architect: The beaver's return to our wild landscapes,Jim Crumley,"Crumley, Jim",,,9781910000000.00,0,3.86,Saraband,Paperback,240,2015,2015,,18/01/2023,to-read,to-read (#145),to-read,,,,0,0
2511233,The Company of Swans,Jim Crumley,"Crumley, Jim",Harry Brockway,1860465587,9781860000000.00,0,4.29,Harvill Pr,Hardcover,48,1998,1997,,18/01/2023,to-read,to-read (#144),to-read,,,,0,0
23464447,Fox (Encounters in the Wild),Jim Crumley,"Crumley, Jim",,1908643757,9781910000000.00,0,4.12,Saraband,Hardcover,64,2014,2014,,18/01/2023,to-read,to-read (#143),to-read,,,,0,0
23464458,Barn Owl (Encounters in the Wild),Jim Crumley,"Crumley, Jim",,1908643749,9781910000000.00,0,4.12,Saraband,Hardcover,64,2014,2014,,18/01/2023,to-read,to-read (#142),to-read,,,,0,0
9758360,The Last Wolf,Jim Crumley,"Crumley, Jim",,1841588474,9781840000000.00,0,3.91,Birlinn,Paperback,235,2010,2010,,18/01/2023,to-read,to-read (#141),to-read,,,,0,0
52893923,The Nature of Summer,Jim Crumley,"Crumley, Jim",,,9781910000000.00,0,4.12,Saraband,Hardcover,240,2020,2020,,18/01/2023,to-read,to-read (#140),to-read,,,,0,0
44462584,The Nature of Spring,Jim Crumley,"Crumley, Jim",,,,0,3.8,Saraband,Kindle Edition,219,2019,2019,,18/01/2023,to-read,to-read (#139),to-read,,,,0,0
30305492,The Nature of Autumn,Jim Crumley,"Crumley, Jim",,1910192465,9781910000000.00,0,3.7,Saraband,Hardcover,248,2016,2016,,18/01/2023,to-read,to-read (#138),to-read,,,,0,0
56075256,The Haunting Season: Ghostly Tales for Long Winter Nights,Bridget Collins,"Collins, Bridget","Natasha Pulley, Imogen Hermes Gowar, Kiran Millwood Hargrave, Andrew Michael Hurley, Jess Kidd, Elizabeth Macneal, Laura  Purcell",751581976,9780750000000.00,0,3.59,Sphere,Hardcover,304,2021,2021,,18/01/2023,to-read,to-read (#136),to-read,,,,0,0
891814,"Fires of Winter (Haardrad Viking Family, #1)",Johanna Lindsey,"Lindsey, Johanna",Robert McGinnis,380757478,9780380000000.00,0,3.97,Avon,Paperback,362,1980,1980,,18/01/2023,to-read,to-read (#135),to-read,,,,0,0
15702859,The Winter Witch,Paula Brackston,"Brackston, Paula",,1250001315,9781250000000.00,0,3.71,Thomas Dunne Books,Hardcover,340,2013,2013,,18/01/2023,to-read,to-read (#134),to-read,,,,0,0
112525,Winter's Bone,Daniel Woodrell,"Woodrell, Daniel",,,,0,3.86,"Little, Brown and Company",Hardcover,193,2006,2006,,18/01/2023,to-read,to-read (#133),to-read,,,,0,0
2511233,The Company of Swans,Jim Crumley,"Crumley, Jim",Harry Brockway,1860465587,9781860000000.00,0,4.29,Harvill Pr,Hardcover,48,1998,1997,,18/01/2023,to-read,to-read (#144),to-read,,,,0,0
50781007,Chinese Fairy Tales and Legends: A Gift Edition of 73 Enchanting Chinese Folk Stories and Fairy Tales,Frederick H. Martens,"Martens, Frederick H.",Richard Wilhelm,1912392143,9781910000000.00,0,3.47,Bloomsbury China,Kindle Edition,288,2019,2019,,18/01/2023,to-read,to-read (#132),to-read,,,,0,1
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,006441034X,9780060000000.00,5,4.29,Harper Trophy,Mass Market Paperback,329,2001,1986,04/01/2023,04/01/2023,"fantasy, novel","fantasy (#69), novel (#2)",read,"I was introduced to Jones' fantasy through Ghibli's Howl's Moving Castle movie at a young age. I grew you wishing to get my own moving castle and my own fire demon. <br/>It took me years to realise the movie was based on a book, so off I went to find myself a copy.<br/>I must confess, I am quite biased when it comes to Howl's Moving Castle so this review should be taken with a pinch of salt:<br/>Sophie, Howl and Michael made me laugh uncontrollably, the Witch gave me the scare of my life, Miss Pentstemmon made me want to hug my heart and Calcifer... well, Calcifer is a dream of a demon I'd love to befriend.<br/>The story is medium paced, told in a ""show, don't tell"" fashion that drags you into the book. World building is intricate and complex, which compels me to read more of Jones' book.<br/>Howl's Moving Castle took me on an amazing adventure across the lands of Ingary, and the gods know I will be rereading this book for eternity.",TRUE,,1,1
60102777,The Hidden Case of Ewan Forbes: The Transgender Trial that Threatened to Upend the British Establishment,Zoë Playdon,"Playdon, Zoë",,152661913X,9781530000000.00,0,4.06,Bloomsbury Publishing,Hardcover,0,2021,2021,,02/01/2023,to-read,to-read (#131),to-read,,,,0,0
55276456,"魔法使いの嫁 15 (Mahōtsukai no yome, #15)",Kore Yamazaki,"Yamazaki, Kore",ヤマザキコレ,4800010551,9784800000000.00,3,4.11,マッグガーデン,Paperback,,2021,,01/01/2023,01/01/2023,"fantasy, manga, mystery","fantasy (#68), manga (#14), mystery (#5)",read,"As usual, it is a pleasure to delve into the magical work of the College. Although I do personally find Chise and Elias' adventures in the cottage more interesting and captivating, the story arch around the College has finally gotten me glued to the volume. <br/>I do enjoy  the seemingly philosophical moments that pop here and there throughout the volume; yet, I would like to see more of Chise and Elias interacting with one another (I feel this College arch has been stealing the spotlight from the bride and magus, but I do understand its importance in drawing this fantasy world even if sometimes it seems to drag on and on forever).",,,1,0
2463824,Magic and Witchcraft in Scotland,Joyce Miller,"Miller, Joyce",,1899874461,9781900000000.00,0,3.35,Goblinshead,Paperback,164,2004,2004,,01/01/2023,to-read,to-read (#130),to-read,,,,0,0
59827574,"Witchcraft for Beginners: Secrets of Celtic Wicca, Scottish Magick, Irish Pagan Beliefs, Moon Spells, Herbal Magic, Crystals, and Wiccan Rituals (Spiritual Witchcraft)",Mari Silva,"Silva, Mari",,,,0,4.1,,Kindle Edition,135,2021,,,01/01/2023,to-read,to-read (#129),to-read,,,,0,0
28476439,"Witchcraft and Folk Belief in the Age of Enlightenment: Scotland, 1670-1740 (Palgrave Historical Studies in Witchcraft and Magic)",Lizanne Henderson,"Henderson, Lizanne",,230294383,9780230000000.00,0,4.6,Palgrave Macmillan,Hardcover,397,2016,,,01/01/2023,to-read,to-read (#128),to-read,,,,0,0
18995511,Witchcraft and Second Sight in the Highlands and Islands of Scotland,John Gregorson Campbell,"Campbell, John Gregorson",,,,0,3.51,AlbaCraft Publishing,Kindle Edition,330,2012,1901,,01/01/2023,to-read,to-read (#127),to-read,,,,0,0
55694416,"Scottish Witchcraft A Complete Guide to Authentic Folklore, Spells, and Magickal Tools","Barbara Meiklejohn-Free, Ronald Hutton - foreword","foreword, Barbara Meiklejohn-Free, Ronald Hutton -",,,,0,3.71,,,,,,,01/01/2023,to-read,to-read (#126),to-read,,,,0,0
7193174,"Scottish Witchcraft, Charms And Superstitions",James Napier,"Napier, James",,1901163318,9781900000000.00,0,4.67,Oakleaf Books,,65,2001,2001,,01/01/2023,to-read,to-read (#125),to-read,,,,0,0
4210896,A Source-book of Scottish Witchcraft,Christina Larner,"Larner, Christina","Christopher Hyde Lee, Hugh V. McLachlan",1845300289,9781850000000.00,0,4,Zeticula,Paperback,356,2005,,,01/01/2023,to-read,to-read (#124),to-read,,,,0,0
18874042,"Witch, Warlock, and Magician Historical Sketches of Magic and Witchcraft in England and Scotland",William Henry Davenport Adams,"Adams, William Henry Davenport",,,,0,3.45,,Kindle Edition,430,2012,1889,,01/01/2023,to-read,to-read (#123),to-read,,,,0,0
1734638,"Visions of Isobel Gowdie: Magic, Witchcraft and Dark Shamanism in Seventeenth-Century Scotland",Emma Wilby,"Wilby, Emma",,1845191803,9781850000000.00,0,4.48,Liverpool University Press,Paperback,538,2010,2008,,01/01/2023,to-read,to-read (#122),to-read,,,,0,0
43626394,"Scottish Witchcraft: A Complete Guide to Authentic Folklore, Spells, and Magickal Tools",Barbara Meiklejohn-Free,"Meiklejohn-Free, Barbara",Ronald Hutton,738760935,9780740000000.00,0,3.46,Llewellyn Publications,Paperback,288,2019,,,01/01/2023,to-read,to-read (#121),to-read,,,,0,0
591028,Scottish Witchcraft: The History and Magick of the Picts,Raymond Buckland,"Buckland, Raymond",,875420575,9780880000000.00,0,3.67,Llewellyn Publications,Paperback,256,1991,1991,,01/01/2023,to-read,to-read (#120),to-read,,,,0,0
43626389,The Way of Fire and Ice: The Living Tradition of Norse Paganism,Ryan Smith,"Smith, Ryan",,738760048,9780740000000.00,0,4.11,Llewellyn Publications,Paperback,288,2019,,,01/01/2023,to-read,to-read (#119),to-read,,,,0,0
54419530,"Elves, Witches & Gods: Spinning Old Heathen Magic in the Modern Day",Cat Heath,"Heath, Cat",Patricia M. Lafayllve,,,0,4.3,Llewellyn Publications,Kindle Edition,346,2021,,,01/01/2023,to-read,to-read (#118),to-read,,,,0,0
17436869,A Practical Heathen's Guide to Asatru,Patricia M. Lafayllve,"Lafayllve, Patricia M.",,738733873,9780740000000.00,0,3.94,Llewellyn Publications,Paperback,264,2013,2013,,01/01/2023,to-read,to-read (#117),to-read,,,,0,0
55410532,Anatomy of a Witch: A Map to the Magical Body,Laura Tempest Zakroff,"Zakroff, Laura Tempest",Christopher Penczak,738764345,9780740000000.00,0,4.16,Llewellyn Publications,Paperback,194,2021,2021,,01/01/2023,to-read,to-read (#116),to-read,,,,0,0
11054759,Celtic Lore & Spellcraft of the Dark Goddess: Invoking the Morrigan,Stephanie Woodfield,"Woodfield, Stephanie",,738727679,9780740000000.00,0,4.28,Llewellyn Publications,Paperback,432,2011,2011,,01/01/2023,to-read,to-read (#115),to-read,,,,0,0
44442898,The Morrigan: Celtic Goddess of Magick and Might,Courtney Weber,"Weber, Courtney",Lora O'Brien,1578636639,9781580000000.00,0,4.3,Weiser Books,Paperback,240,2019,,,01/01/2023,to-read,to-read (#114),to-read,,,,0,0
379759,Celtic Myth & Magick: Harnessing the Power of the Gods and Goddesses,Edain McCoy,"McCoy, Edain",,1567186610,9781570000000.00,0,3.84,Llewellyn Publications,Paperback,464,2002,1999,,01/01/2023,to-read,to-read (#113),to-read,,,,0,0
559742,A Book of Pagan Prayer,Ceisiwr Serith,"Serith, Ceisiwr",,1578632552,9781580000000.00,0,4.11,Weiser Books,Paperback,320,2002,2002,,01/01/2023,to-read,to-read (#112),to-read,,,,0,0
58662507,"Nona the Ninth (The Locked Tomb, #3)",Tamsyn Muir,"Muir, Tamsyn",,1250854113,9781250000000.00,0,4.35,Tordotcom,Hardcover,480,2022,2022,,31/12/2022,"fantasy, fiction, gothic, audiobook, sci-fi, currently-reading","fantasy (#94), fiction (#33), gothic (#27), audiobook (#1), sci-fi (#1), currently-reading (#9)",currently-reading,,,,1,0
53465671,"The Mysterious Study of Doctor Sex (The Locked Tomb, #0.5)",Tamsyn Muir,"Muir, Tamsyn",,,,0,4.12,Tor Books,ebook,28,2020,2020,,31/12/2022,to-read,to-read (#111),to-read,,,,0,0
39325106,"Alecto the Ninth (The Locked Tomb, #4)",Tamsyn Muir,"Muir, Tamsyn",,,,0,4.44,Tor Publishing Group,Hardcover,,2024,2024,,31/12/2022,to-read,to-read (#110),to-read,,,,0,0
58662978,"As Yet Unsent (The Locked Tomb, #2.5)",Tamsyn Muir,"Muir, Tamsyn",,,,0,4.39,Tor.com,ebook,24,2022,2021,,31/12/2022,to-read,to-read (#109),to-read,,,,0,0
20702683,"A Hangman's Diary: The Journal of Master Franz Schmidt, Public Executioner of Nuremberg, 1573-1617",Franz Schmidt,"Schmidt, Franz","Albrecht Keller, C. Calvert, A.W. Gruner",1629144800,9781630000000.00,0,3.58,Skyhorse,Paperback,280,2015,1928,,29/12/2022,"non-fiction, currently-reading","non-fiction (#15), currently-reading (#8)",currently-reading,,,,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,,,0,4.16,Tor.com,ebook,144,2017,2017,,11/12/2022,to-read,to-read (#108),to-read,,,,0,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,61020680,9780060000000.00,5,4.24,Harpertorch,Mass Market Paperback,243,2001,1987,21/11/2022,20/11/2022,,,read,"Captured by the prospect of seeing Death give up His job, stayed for Mort's cynicism and Pratchett's amazing world building.",,,1,0
57789637,"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,"Tan, Sue Lynn",Kuri Huang,63031302,9780060000000.00,0,4.12,Harper Voyager,Hardcover,503,2022,2022,,13/11/2022,to-read,to-read (#107),to-read,,,,0,0
53426697,"The Ancient Magus' Bride, Vol. 14",Kore Yamazaki,"Yamazaki, Kore",,1645058050,9781650000000.00,4,4.16,Seven Seas,Paperback,180,2021,2020,20/10/2022,19/10/2022,manga,manga (#13),read,,,,1,0
52180399,The Only Good Indians,Stephen Graham Jones,"Jones, Stephen Graham",,1982136456,9781980000000.00,0,3.71,Gallery / Saga Press,Hardcover,305,2020,2020,,19/10/2022,to-read,to-read (#106),to-read,,,,0,0
57010080,Lute,Jennifer Marie Thorne,"Thorne, Jennifer Marie",,125082608X,9781250000000.00,0,3.63,Tor Nightfire,Hardcover,274,2022,2022,,19/10/2022,to-read,to-read (#105),to-read,,,,0,0
816085,Harvest Home,Thomas Tryon,"Tryon, Thomas",,394485289,9780390000000.00,0,3.82,Alfred A. Knopf,Hardcover,401,1973,1973,,19/10/2022,to-read,to-read (#104),to-read,,,,0,0
160149,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,"Lovecraft, H.P.",S.T. Joshi,141182342,9780140000000.00,0,4.14,Penguin Classics,Paperback,420,1999,1926,,19/10/2022,to-read,to-read (#103),to-read,,,,0,0
35458733,The Silent Companions,Laura  Purcell,"Purcell, Laura",,014313163X,9780140000000.00,0,3.89,Penguin Books,Paperback,305,2018,2017,,19/10/2022,to-read,to-read (#102),to-read,,,,0,0
56179382,Comfort Me with Apples,Catherynne M. Valente,"Valente, Catherynne M.",,1250816211,9781250000000.00,0,3.59,Tordotcom,Hardcover,103,2021,2021,,19/10/2022,to-read,to-read (#101),to-read,,,,0,0
31147267,The Changeling,Victor LaValle,"LaValle, Victor",,812995945,9780810000000.00,0,3.79,Spiegel & Grau,Hardcover,431,2017,2017,,19/10/2022,to-read,to-read (#100),to-read,,,,0,0
11282000,"Rosemary's Baby (Rosemary's Baby, #1)",Ira Levin,"Levin, Ira",Chuck Palahniuk,1849015880,9781850000000.00,0,4.04,Corsair,Paperback,229,2011,1967,,19/10/2022,to-read,to-read (#99),to-read,,,,0,0
53195923,Nothing But Blackened Teeth,Cassandra Khaw,"Khaw, Cassandra",,1250759412,9781250000000.00,0,2.68,Tor Nightfire,Hardcover,128,2021,2021,,19/10/2022,to-read,to-read (#98),to-read,,,,0,0
59366206,Reluctant Immortals,Gwendolyn Kiste,"Kiste, Gwendolyn",,1982172355,9781980000000.00,0,3.57,S&S/Saga Press,Paperback,307,2022,2022,,19/10/2022,to-read,to-read (#97),to-read,,,,0,0
60052118,House of Hunger,Alexis Henderson,"Henderson, Alexis",,593438469,9780590000000.00,0,3.66,Ace,Hardcover,304,2022,2022,,19/10/2022,to-read,to-read (#96),to-read,,,,0,0
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,345476875,9780350000000.00,0,4.02,Ballantine Books,Paperback,346,2004,1976,,19/10/2022,to-read,to-read (#95),to-read,,,,0,0
588495,Dracula,Bram Stoker,"Stoker, Bram","Maurice Hindle, Christopher Frayling",014143984X,9780140000000.00,0,4.01,Penguin Classics,Paperback,454,2003,1897,,19/10/2022,to-read,to-read (#94),to-read,,,,0,0
41085175,"The Ancient Magus' Bride, Vol. 11 (The Ancient Magus' Bride, #11)",Kore Yamazaki,"Yamazaki, Kore",,1642751014,9781640000000.00,0,4.26,Seven Seas,Paperback,180,2019,2019,,28/09/2022,"manga, fantasy","manga (#12), fantasy (#66)",read,,,,0,0
49435923,"The Ancient Magus' Bride, Vol. 13",Kore Yamazaki,"Yamazaki, Kore",,1645054705,9781650000000.00,4,4.25,Seven Seas,Paperback,188,2020,2020,28/09/2022,28/09/2022,"manga, fantasy","manga (#11), fantasy (#65)",read,,,,2,0
30075802,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,"Lovelace, Amanda",,1532913680,9781530000000.00,0,3.83,CreateSpace,Paperback,156,2016,2016,,09/09/2022,to-read,to-read (#93),to-read,,,,0,0
59571699,Love on the Brain (The Love Hypothesis),Ali Hazelwood,"Hazelwood, Ali",,1408725789,,0,3.93,Sphere,Kindle Edition,368,2022,2022,,31/08/2022,to-read,to-read (#92),to-read,,,,0,0
55502861,"The Wisteria Society of Lady Scoundrels (Dangerous Damsels, #1)",India Holton,"Holton, India",,593200160,9780590000000.00,0,3.69,Berkley,Paperback,324,2021,2021,,26/08/2022,to-read,to-read (#91),to-read,,,,0,0
513969,Witchfinders: A Seventeenth-Century English Tragedy. Malcolm Gaskill,Malcolm Gaskill,"Gaskill, Malcolm",,719561213,9780720000000.00,0,3.3,John Murray Publishers,Paperback,384,2006,2005,,17/08/2022,"to-read, occult","to-read (#90), occult (#13)",to-read,,,,0,0
20493625,Witches: James I and the English Witch Hunts,Tracy Borman,"Borman, Tracy",,009954914X,9780100000000.00,0,3.53,Vintage,Paperback,320,2014,2013,,17/08/2022,"to-read, occult","to-read (#89), occult (#12)",to-read,,,,0,0
60840489,"Unseelie (The Unseelie Duology, #1)",Ivelisse Housman,"Housman, Ivelisse",,1335428593,9781340000000.00,0,3.76,Inkyard Press,Hardcover,432,2023,2023,,14/08/2022,to-read,to-read (#88),to-read,,,,0,0
41580931,An Arrow to the Moon,Emily X.R. Pan,"Pan, Emily X.R.",,316464058,9780320000000.00,0,3.45,"Little, Brown Books For Young Readers",Hardcover,400,2022,2022,,09/08/2022,to-read,to-read (#87),to-read,,,,0,0
50608676,"Black Leopard, Red Wolf (The Dark Star Trilogy, #1)",Marlon James,"James, Marlon",,735220182,9780740000000.00,0,3.45,Riverhead Books,Paperback,640,2020,2019,,09/08/2022,to-read,to-read (#86),to-read,,,,0,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,055357339X,9780550000000.00,0,4.18,Spectra Books,Mass Market Paperback,435,1996,1995,,09/08/2022,to-read,to-read (#85),to-read,,,,0,0
43332963,Children of Blood and Bone: The Orisha Legacy (Legacy of Orisha),Tomi Adeyemi,"Adeyemi, Tomi",,1432864092,9781430000000.00,0,4.11,Thorndike Press Large Print,Library Binding,873,2019,2018,,09/08/2022,to-read,to-read (#84),to-read,,,,0,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,,9780770000000.00,0,4.48,Tor Books,Hardcover,537,2006,2006,,20/07/2022,to-read,to-read (#83),to-read,,,,0,0
59639195,A Torre da Andorinha,Andrzej Sapkowski,"Sapkowski, Andrzej",,,,0,4.22,,Kindle Edition,,2020,1997,01/10/2022,09/07/2022,"fantasy, novel","fantasy (#64), novel (#1)",read,,,,1,0
60224365,"Before Your Memory Fades (Before the Coffee Gets Cold, #3)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,369722698,9780370000000.00,0,3.91,Hanover Square Press,ebook,220,2022,2018,,16/06/2022,to-read,to-read (#82),to-read,,,,0,0
54373691,"Tales from the Café (Before the Coffee Gets Cold, #2)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,1529050863,9781530000000.00,0,4,Picador,Paperback,192,2020,2017,,16/06/2022,to-read,to-read (#81),to-read,,,,0,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,1529029589,9781530000000.00,0,3.71,Picador,Paperback,213,2019,2015,,16/06/2022,to-read,to-read (#80),to-read,,,,0,0
44285277,"魔法使いの嫁 12 (Mahōtsukai no yome, #12)",Kore Yamazaki,"Yamazaki, Kore",ヤマザキコレ,4800008905,9784800000000.00,5,4.23,マッグガーデン,Paperback,177,2019,2019,26/05/2022,02/06/2022,"fantasy, manga","fantasy (#63), manga (#10)",read,,,,1,0
41718992,"魔法使いの嫁 11 (Mahōtsukai no yome, #11)",Kore Yamazaki,"Yamazaki, Kore",ヤマザキコレ,4800008379,9784800000000.00,5,4.26,マッグガーデン,Paperback,186,2019,2019,03/05/2022,02/06/2022,"fantasy, mystery","fantasy (#62), mystery (#3)",read,,,,1,0
39347192,"魔法使いの嫁 10 (Mahōtsukai no yome, 10)",Kore Yamazaki,"Yamazaki, Kore",ヤマザキコレ,4800007941,9784800000000.00,3,4.22,マッグガーデン,Paperback,177,2018,2018,03/05/2022,02/06/2022,"fantasy, manga","fantasy (#61), manga (#9)",read,,,,1,0
36477428,"魔法使いの嫁 9 特装版 (Mahōtsukai no yome, #9)",Kore Yamazaki,"Yamazaki, Kore",ヤマザキコレ,4800007275,9784800000000.00,5,4.35,マッグガーデン,Paperback,192,2018,2018,16/04/2022,02/06/2022,"fantasy, manga","fantasy (#60), manga (#8)",read,,,,1,0
35197946,"The Ancient Magus' Bride, Vol. 8 (The Ancient Magus' Bride, #8)",Kore Yamazaki,"Yamazaki, Kore",マッグガーデン,1626925976,9781630000000.00,5,4.36,Seven Seas,Paperback,178,2018,2017,15/04/2022,02/06/2022,"fantasy, manga","fantasy (#59), manga (#7)",read,,,,1,0
31949090,"The Ancient Magus' Bride, Vol. 7 (The Ancient Magus' Bride, #7)",Kore Yamazaki,"Yamazaki, Kore",,1626924996,9781630000000.00,5,4.35,Seven Seas,Paperback,176,2017,2017,11/04/2022,02/06/2022,"fantasy, manga","fantasy (#58), manga (#6)",read,,,,1,0
30139740,"The Ancient Magus' Bride, Vol. 6 (The Ancient Magus' Bride, #6)",Kore Yamazaki,"Yamazaki, Kore",,1626923507,9781630000000.00,4,4.39,Seven Seas,Paperback,180,2017,2016,10/04/2022,02/06/2022,"manga, fantasy","manga (#5), fantasy (#57)",read,,,,2,0
36477428,"魔法使いの嫁 9 特装版 (Mahōtsukai no yome, #9)",Kore Yamazaki,"Yamazaki, Kore",ヤマザキコレ,4800007275,9784800000000.00,5,4.35,マッグガーデン,Paperback,192,2018,2018,16/04/2022,02/06/2022,"fantasy, manga","fantasy (#60), manga (#8)",read,,,,1,0
40635416,House of Glass,Susan  Fletcher,"Fletcher, Susan",,349007667,,0,3.83,Virago,Kindle Edition,295,2018,2018,,31/05/2022,to-read,to-read (#79),to-read,,,,0,0
43459812,Things We Say in the Dark,Kirsty Logan,"Logan, Kirsty",,1787301532,9781790000000.00,0,3.82,Harvill Secker,Hardcover,226,2019,2019,,31/05/2022,to-read,to-read (#78),to-read,,,,0,0
52066469,"The Railway Girls (The Railway Girls, #1)",Maisie Thomas,"Thomas, Maisie",,,,0,4.4,Cornerstone Digital,Kindle Edition,448,2020,2020,,31/05/2022,to-read,to-read (#77),to-read,,,,0,0
59414889,"Hope for the Railway Girls (The Railway Girls, #5)",Maisie Thomas,"Thomas, Maisie",,,,0,4.63,Penguin,Kindle Edition,445,2022,2022,,31/05/2022,to-read,to-read (#76),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,316556343,9780320000000.00,0,4.24,"Little, Brown and Company",Hardcover,393,2018,2018,,25/04/2022,to-read,to-read (#75),to-read,,,,0,0
43537128,"The Golden Age, Volume 1, Part 2",Roxanne Moreil,"Moreil, Roxanne",,,9791030000000.00,0,3.97,Europe Comics,Kindle Edition,120,2018,,,22/04/2022,to-read,to-read (#74),to-read,,,,0,0
1823114,Three Shadows,Cyril Pedrosa,"Pedrosa, Cyril",,159643239X,9781600000000.00,0,4.05,First Second,Paperback,268,2008,2007,,22/04/2022,to-read,to-read (#73),to-read,,,,0,0
12873781,Portugal,Cyril Pedrosa,"Pedrosa, Cyril",Ruby,2800148136,9782800000000.00,0,4.13,Dupuis,Hardcover,261,2011,2011,,22/04/2022,to-read,to-read (#72),to-read,,,,0,0
1685350,"Muddle Earth (Muddle Earth, #1)",Paul Stewart,"Stewart, Paul",Chris Riddell,038573316X,9780390000000.00,4,3.91,Delacorte Books for Young Readers,Hardcover,450,2007,2003,17/09/2022,18/04/2022,fantasy,fantasy (#56),read,,,,1,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,575097566,9780580000000.00,0,3.86,Gollancz,Hardcover,392,2011,2011,,29/03/2022,to-read,to-read (#71),to-read,,,,0,0
19995711,How To Be a Victorian,Ruth Goodman,"Goodman, Ruth",,067092136X,9780670000000.00,0,4.24,Penguin,Paperback,458,2014,2013,,14/03/2022,"non-fiction, currently-reading","non-fiction (#14), currently-reading (#7)",currently-reading,,,,1,1
44415694,A Child's Garden of Verses,Robert Louis Stevenson,"Stevenson, Robert Louis",,,,3,4.27,,Paperback,,,1885,14/03/2022,12/03/2022,"childrens, poetry","childrens (#12), poetry (#12)",read,,,,1,0
58255028,Bitch,Lucy Cooke,"Cooke, Lucy",,857524127,9780860000000.00,0,4.43,Doubleday,Paperback,400,2022,2022,,07/03/2022,to-read,to-read (#70),to-read,,,,0,0
56441475,The Little Book of Cats: Purrs of Wisdom,Orange Hippo!,"Hippo!, Orange",,1911610945,9781910000000.00,3,4.16,Orange Hippo!,Hardcover,192,2020,,04/02/2022,04/02/2022,"cats, non-fiction","cats (#4), non-fiction (#13)",read,,,Birthday gift from Hufflepuff,1,1
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky  Chambers,"Chambers, Becky",,,,0,4.28,Tordotcom,Kindle Edition,160,2021,2021,,04/02/2022,to-read,to-read (#69),to-read,,,,0,0
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,316310409,9780320000000.00,0,4.36,"Little, Brown",ebook,300,2019,2019,,02/02/2022,to-read,to-read (#68),to-read,,,,0,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,316310336,9780320000000.00,0,4.31,"Little, Brown Books for Young Readers",ebook,336,2019,2019,,02/02/2022,to-read,to-read (#67),to-read,,,,0,0
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",,765387468,9780770000000.00,0,4.32,Tor,Hardcover,624,2017,2017,,02/02/2022,to-read,to-read (#66),to-read,,,,0,0
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",,765376474,9780770000000.00,0,4.22,Tor,Hardcover,512,2016,2016,,02/02/2022,to-read,to-read (#65),to-read,,,,0,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,765376458,9780770000000.00,0,4.06,Tor,Hardcover,400,2015,2015,,02/02/2022,to-read,to-read (#64),to-read,,,,0,0
